linkedin_id,company_name,mean,std,q10,q50,q90,n_employees
unit8.co,Unit8,6.083984375,3.774759065126655,2.0,6.0,11.0,141
activefence,ActiveFence,6.0009765625,4.115400646817474,1.0,5.0,11.0,334
closer,Closer Consulting,5.884765625,4.024388824879917,1.0,5.0,11.700000000000045,361
65,twoday,5.7783203125,5.621585657414633,1.0,4.0,13.0,1900
avanade,Avanade,5.6025390625,9.34198527432267,0.0,3.0,12.0,17000
midjourney,Midjourney,5.59765625,3.6777193349732302,1.0,5.0,11.0,171
latticeflow,LatticeFlow,5.40625,3.2791660048707505,1.0,5.0,10.0,48
g-research,G-Research,5.3662109375,5.22629235086934,1.0,4.0,12.0,1100
ntt-research,NTT Research,5.2236328125,3.381617945255398,1.0,5.0,10.0,85
ml-cube,ML cube,5.181640625,3.0049137563912893,1.0,5.0,9.0,25
redmane-technology,RedMane Technology LLC,5.1787109375,3.7241683082693604,1.0,4.0,10.0,351
xitasogmbh,XITASO,5.033203125,3.5384151717245156,1.0,4.0,10.0,198
vrizeinc,VRIZE,4.9833984375,3.6029390364843197,1.0,4.0,10.0,373
perplexity-ai,Perplexity AI,4.9375,4.692705443025377,0.0,4.0,11.0,1000
eleks,ELEKS,4.80859375,4.416376260290889,0.0,4.0,10.0,1900
character-ai,Character.AI,4.763671875,3.3901293695571537,1.0,4.0,9.0,207
technology-control-co-,Technology Control Corporation,4.6123046875,3.43594921850797,1.0,4.0,9.0,418
baidu-usa,Baidu Research (Baidu USA),4.5693359375,3.319432184541657,1.0,4.0,9.0,238
cloud-temple,Cloud Temple,4.4287109375,3.31114298537044,1.0,4.0,9.0,302
addepto,Addepto,4.3994140625,2.894235861013619,1.0,4.0,8.0,68
lighton,LightOn,4.3251953125,3.2187060010550868,1.0,4.0,9.0,287
enthought,Enthought,4.2939453125,2.933261979564607,1.0,4.0,8.0,72
edvantis,Edvantis,4.2685546875,3.341434282957212,1.0,4.0,9.0,343
inflectionai,Inflection AI,4.2685546875,2.8911143945409314,1.0,4.0,8.0,63
beyond-ai,Beyond Limits,4.2490234375,3.0919342878003864,1.0,4.0,9.0,295
kyanon,Kyanon Digital,4.2197265625,3.2351767610490674,1.0,4.0,8.0,294
adaptive-ml,Adaptive ML,4.193359375,2.7073602737906177,1.0,4.0,8.0,31
elder-research-inc-,Elder Research,4.1875,2.8201285431696195,1.0,4.0,8.0,170
yeti,YETI,4.1787109375,4.0187908117141244,0.0,3.0,9.0,2000
46119?trk=tyah&trkInfo=tas%3Acharter%20g%2Cidx%3A1-1-1,Charter Global,4.1728515625,3.4012872783464365,1.0,3.0,8.700000000000045,395
agency-enterprise-studio,AE Studio,4.12890625,2.998532254072138,1.0,4.0,8.0,205
techahead,TechAhead,3.970703125,3.1741634438250395,1.0,3.0,8.0,310
datarootlabs,DataRoot Labs,3.8779296875,2.7235484255482136,1.0,3.0,8.0,28
leewayhertz-technologies,LeewayHertz Technologies,3.8642578125,2.776177227057508,1.0,3.0,7.0,211
merantix-momentum,Merantix Momentum,3.826171875,2.6558930998741244,1.0,3.0,7.0,59
11351707,Infinia ML,3.7265625,2.4257403629807026,1.0,3.0,7.0,33
swisscom,Swisscom,3.7197265625,4.914757902250317,0.0,2.0,9.0,15000
10921,Itransition,3.6103515625,3.4631895569913307,0.0,3.0,8.0,1500
visium-sa,Visium,3.560546875,2.5357302352434368,1.0,3.0,7.0,75
atmo-ai,Atmo,3.5419921875,2.276363416985294,1.0,3.0,7.0,30
galaxe-solutions,GalaxE.Solutions,3.451171875,3.5255150601307865,0.0,2.0,8.0,1300
h.i.-iberia-ingenier-a-y-proyectos,HI Iberia,3.412109375,2.6740378387444537,0.0,3.0,7.0,118
indata-labs,InData Labs,3.4033203125,2.3298397022166357,1.0,3.0,7.0,59
sahanasystemltd,Sahana System,3.38671875,2.515743276528517,0.30000000000001137,3.0,7.0,158
mobcoder-llc,Mobcoder,3.3603515625,2.5479829402693825,0.0,3.0,7.0,219
konverge-ai,Konverge.AI,3.3349609375,2.526830323319934,1.0,3.0,7.0,130
statsoft-europe-gmbh,StatSoft,3.2734375,2.2945752730284856,1.0,3.0,6.0,33
winstars-tecnology,R&D Center WINSTARS.AI,3.2578125,2.3242811178606924,1.0,3.0,6.0,43
auriznco,Aurizn,3.169921875,2.4875537042235862,0.0,3.0,6.7000000000000455,169
kamtech-associates-pvt-ltd,KAMTECH,3.1455078125,2.6397131073284203,0.0,3.0,6.0,296
modulai,Modulai,3.1181640625,2.140271902547313,1.0,3.0,6.0,27
unique-micro-design-pty-ltd,UMD,3.0166015625,3.003695278423322,0.0,2.0,7.0,1300
numlabs,Numlabs,2.9970703125,2.1146326168938074,1.0,3.0,6.0,32
altrium-io,Altrium,2.9921875,2.473677341498634,0.0,2.0,6.0,91
xenonstack,XenonStack,2.982421875,2.460167755361712,0.0,2.5,6.0,96
divedeepai,DiveDeepAI,2.9228515625,2.1598487345393678,0.0,3.0,6.0,43
nec,NEC Corporation,2.8828125,4.2929740815481,0.0,2.0,7.0,11000
binariks,Binariks,2.783203125,2.281008354870765,0.0,2.0,6.0,203
deepneuronic,DeepNeuronic,2.7685546875,1.9460866835323078,0.0,2.0,5.0,16
coherent-solutions,Coherent Solutions,2.732421875,2.766760641440001,0.0,2.0,6.0,1100
qvik-oy,Qvik,2.69140625,2.3515462779756082,0.0,2.0,6.0,92
q_agency,Q agency,2.6611328125,2.333815002680341,0.0,2.0,6.0,261
fiddler-ai,Fiddler AI,2.609375,2.1083330760045955,0.0,2.0,5.0,102
cogent-labs,Cogent Labs,2.5849609375,2.2605240850517654,0.0,2.0,6.0,90
sieger-consulting,Sieger,2.5615234375,2.234347469987196,0.0,2.0,5.0,220
digitalstrategyinnovation,Digital Strategy Innovation,2.517578125,1.8386273098487047,0.0,2.0,5.0,22
megamax-services,Megamax Services,2.4892578125,2.1555437783556415,0.0,2.0,5.0,210
recursive-ai,Recursive,2.478515625,1.9654057269762035,0.0,2.0,5.0,52
ai-consult,AI Consult,2.4384765625,2.120888491090039,0.0,2.0,5.0,203
avertra,Avertra,2.412109375,2.121341023512511,0.0,2.0,5.0,207
bigdata-republic,BigData Republic,2.3779296875,1.7877461617372172,0.0,2.0,5.0,23
andro-computational-solutions-llc,ANDRO Computational Solutions,2.36328125,1.8979994028972815,0.0,2.0,5.0,41
closeloop-inc-,Closeloop Technologies,2.251953125,2.130277475542267,0.0,2.0,5.0,95
tensorleap,Tensorleap,2.216796875,1.744934379852215,0.0,2.0,5.0,19
applied-data-science,Applied Data Science Partners,2.1572265625,1.7764976415814442,0.0,2.0,4.7000000000000455,33
93,247 Labs,2.1025390625,1.9828939843475297,0.0,2.0,5.0,76
siali,Siali,2.025390625,1.8069256531916607,0.0,2.0,5.0,31
the-british-museum,The British Museum,1.98046875,2.146401734362288,0.0,1.0,5.0,1000
neurosys,NeuroSYS,1.9765625,1.7375217793149385,0.0,2.0,4.0,52
orcawise,Orcawise,1.9365234375,1.8569111889137788,0.0,2.0,4.0,65
moov-ai,Moov AI,1.931640625,1.7785656428284027,0.0,2.0,4.0,57
amai-gmbh,AMAI,1.8662109375,1.5343307333346912,0.0,2.0,4.0,19
exposit,Exposit,1.8369140625,1.7621688098731478,0.0,1.0,4.0,66
info-strategic,Info Strategic,1.8349609375,1.707951417736793,0.0,2.0,4.0,56
fundaci-n-centro-supercomputaci-n-castilla-y-le-n-fcsc-,EuroCC,1.818359375,1.6471491836957604,0.0,1.0,4.0,42
nextgeninnovationlabs,NEXTGEN,1.8095703125,1.707024266558227,0.0,1.0,4.0,167
dain-protocol,Dain,1.8076171875,1.6035545799736877,0.0,1.0,4.0,18
nnaisense,NNAISENSE,1.748046875,1.5119950389477919,0.0,1.0,4.0,16
mojotech,MojoTech,1.697265625,1.7270120579177666,0.0,1.0,4.0,80
neural-magic,Neural Magic,1.65625,1.5286968510793761,0.0,1.0,4.0,21
inferlink-corporation,InferLink,1.6484375,1.4181570553340521,0.0,1.0,4.0,21
crea-pro,CREA pro,1.640625,1.563671435876156,0.0,1.0,4.0,52
hydro-flask,Hydro Flask,1.615234375,1.6015136711306461,0.0,1.0,4.0,135
13626360,ESSI Integrated Technologies,1.5966796875,1.5601321780621353,0.0,1.0,4.0,50
bigthinkcode,BigThinkCode Technologies,1.59375,1.6192808010039519,0.0,1.0,4.0,51
effixis,Effixis,1.583984375,1.4673455198949767,0.0,1.0,4.0,34
partnershipai,Partnership on AI,1.5634765625,1.6464551242026562,0.0,1.0,4.0,61
1262,IBM Consulting,1.546875,1.4292391715087436,0.0,1.0,4.0,21
markovate,Markovate Inc.,1.5341796875,1.5998058082037339,0.0,1.0,4.0,57
tagtoo,Tagtoo Technology,1.5205078125,1.534616623012557,0.0,1.0,4.0,56
chi-squarex,Chi SquareX,1.5107421875,1.2150913979646614,0.0,1.0,3.0,10
123049,Beeby Clark+Meyler,1.501953125,1.453711606647871,0.0,1.0,3.0,35
15213340,MindTitan,1.5009765625,1.3221368769252613,0.0,1.0,3.0,16
expos-data-exposed,Exposé,1.49609375,1.5606189849578715,0.0,1.0,4.0,61
3alica,3Alica,1.453125,1.465005199436166,0.0,1.0,4.0,38
dextra-digital,Dextra,1.4140625,1.4804842100116267,0.0,1.0,3.0,109
droidsagency,Droids Agency,1.3623046875,1.338501728021121,0.0,1.0,3.0,26
grenoblepartners,Grenoble Partners,1.251953125,1.2488260478556388,0.0,1.0,3.0,21
19004657,Perfsol,1.2373046875,1.3032917163054967,0.0,1.0,3.0,33
intelliarts,Intelliarts,1.23046875,1.3388753789182313,0.0,1.0,3.0,113
ventagium,Ventagium Data Consulting,1.181640625,1.3405539184790776,0.0,1.0,3.0,38
onepredict,onepredict,1.1728515625,1.1694371615616244,0.0,1.0,3.0,19
archiot-digital-solutions-pvt-ltd,Archiot,1.150390625,1.3053525040816023,0.0,1.0,3.0,38
fraktal-as,Fraktal Norge,1.1474609375,1.281910423708155,0.0,1.0,3.0,52
etalytics,etalytics,1.1455078125,1.2783195664627311,0.0,1.0,3.0,51
searchmetrics-inc,Searchmetrics,1.130859375,1.3104391721764919,0.0,1.0,3.0,50
eigen-tech,Eigen,1.1240234375,1.2172462772383752,0.0,1.0,3.0,36
nuaig,NuAIg AI Consulting,1.119140625,1.234064376957138,0.0,1.0,3.0,29
lawzero,LawZero,1.1142578125,1.0841686745072072,0.0,1.0,3.0,11
orobix-srl,Orobix,1.1103515625,1.2818330508119256,0.0,1.0,3.0,38
boltzbit,Boltzbit,1.0927734375,1.1163672790772907,0.0,1.0,3.0,11
2195,SpecTal,1.091796875,1.1929853137152335,0.0,1.0,3.0,20
ai-superior,AI Superior,1.0458984375,1.1113946288043048,0.0,1.0,2.0,12
rci-analytics-intelligence,RCI Analytics Intelligence,1.0224609375,1.2129201102243383,0.0,1.0,3.0,32
idalab-gmbh,idalab,1.009765625,1.1284246242298859,0.0,1.0,2.0,13
datapy,Datapy,1.0068359375,1.0856630266608953,0.0,1.0,2.0,29
imandra,Imandra,0.97265625,1.1764429201350728,0.0,1.0,3.0,22
lucientdata,Lucient,0.935546875,1.089610960241193,0.0,1.0,2.0,27
cosmosthrace,Cosmos Thrace,0.904296875,1.0090513673075492,0.0,1.0,2.0,23
enliteai,EnliteAI,0.869140625,1.0214806405285464,0.0,1.0,2.0,17
infer-solutions,Infer Solutions,0.8125,0.9852426731521529,0.0,1.0,2.0,20
genia-latinoam%C3%A9rica,GENIA,0.7998046875,0.9056894607717523,0.0,1.0,2.0,5
lexoro,lexoro,0.7939453125,0.9619328995617508,0.0,1.0,2.0,16
kineo-ai,kineo.ai,0.7880859375,0.9233381653623693,0.0,1.0,2.0,12
itspeoplenederland,ITsPeople,0.78125,1.0217364202669885,0.0,0.0,2.0,23
kmeleontech,Kmeleon,0.765625,0.8636258503397174,0.0,1.0,2.0,10
seedbox-ventures,Seedbox,0.748046875,0.9116199168528156,0.0,1.0,2.0,15
bravinci,Bravinci,0.7333984375,0.9602539608731424,0.0,0.0,2.0,26
xcale-consulting,XCALE Tech,0.712890625,0.9527867451781167,0.0,0.0,2.0,29
1314,Polixir,0.705078125,0.8744047047257262,0.0,0.0,2.0,10
2118,Isazi Consulting,0.6962890625,0.8741881827975434,0.0,0.0,2.0,12
monadical,Monadical,0.669921875,0.9283057451058269,0.0,0.0,2.0,23
plantechdev,Plantech,0.666015625,0.8837604665608546,0.0,0.0,2.0,14
brainpool-ltd,Brainpool AI,0.6484375,0.8956478429571245,0.0,0.0,2.0,24
strong-analytics,Strong Analytics,0.646484375,0.8208866108549093,0.0,0.0,2.0,9
jaam-automation,Jaam Automation,0.6357421875,0.8461377302382366,0.0,0.0,2.0,26
rotunda-solutions,Rotunda Solutions,0.59375,0.8379429798619952,0.0,0.0,2.0,16
spark-wave,Spark Wave,0.5771484375,0.8302774347116201,0.0,0.0,2.0,18
softtact,Softtact,0.56640625,0.848645735840897,0.0,0.0,2.0,23
iceapple-technology-solutions,IceApple Technology Solutions,0.5478515625,0.7965105008512496,0.0,0.0,2.0,24
29332820,CourtCorrect,0.490234375,0.7433969380945549,0.0,0.0,1.0,18
hydromind-group,HydroMind,0.4501953125,0.6610390443105667,0.0,0.0,1.0,4
softshark,SoftShark,0.44921875,0.6712274313885254,0.0,0.0,1.0,19
iinumbers,iiNumbers,0.4443359375,0.6649917384043174,0.0,0.0,1.0,4
talentech-digital-llc,TalenTech Digital,0.4296875,0.692409670891265,0.0,0.0,1.0,14
kantic-analytics,Kantic Analytics,0.4111328125,0.5878930582902301,0.0,0.0,1.0,2
saige-research,Saige Research,0.4033203125,0.6676310081361577,0.0,0.0,1.0,12
azati-corporation,Azati Corporation,0.388671875,0.6368475473643471,0.0,0.0,1.0,4
cantabpi,CantabPi,0.375,0.4841229182759271,0.0,0.0,1.0,1
accordbgroup,Accord Business Group,0.37109375,0.605141040345916,0.0,0.0,1.0,5
cybersift.io,Cybersift,0.36328125,0.6591153035686833,0.0,0.0,1.0,14
sharpware,Sharpware,0.330078125,0.6143098211786007,0.0,0.0,1.0,12
themoonshotfactory,The Moonshot Factory,0.3056640625,0.5857413408630093,0.0,0.0,1.0,11
1415,Royal Caliber,0.2646484375,0.5296670105158604,0.0,0.0,1.0,10
xaigi-technology-inc,Xaigi Technology,0.201171875,0.43364213553226627,0.0,0.0,1.0,3
aiso-lab,aiso-lab,0.099609375,0.3091063286510151,0.0,0.0,0.0,2
airesearchcorp,AI Research,0.0927734375,0.3096534785763493,0.0,0.0,0.0,2
amplient-labs,Amplient Labs,0.087890625,0.2998857916559392,0.0,0.0,0.0,2
alexander-thamm-gmbh,Alexander Thamm,0.0830078125,0.27589402959100956,0.0,0.0,0.0,1
exvy,exvy,0.080078125,0.27141410961201773,0.0,0.0,0.0,1
