company_id,filter_broad_yes,filter_strict_no,filter_broad_yes_strict_no,gemini_total_accepted,gpt5_total_accepted,claude_total_accepted,company_name,Total Headcount,max_headcount,max_population,Stage Reached,category,Organization Name,ml_consensus_round,ml_lower80_round,ml_upper80_round,uncertainty_factor_x,k_methods,outlier_flag_gt3x,ml_share,ml_share_lower80,ml_share_upper80,debiased__filter_broad_yes,debiased__filter_strict_no,debiased__filter_broad_yes_strict_no,debiased__claude_total_accepted,debiased__gpt5_total_accepted,debiased__gemini_total_accepted,filter_broad_yes__zero_replaced,filter_strict_no__zero_replaced,filter_broad_yes_strict_no__zero_replaced,claude_total_accepted__zero_replaced,gpt5_total_accepted__zero_replaced,gemini_total_accepted__zero_replaced,filter_broad_yes__num,filter_strict_no__num,filter_broad_yes_strict_no__num,claude_total_accepted__num,gpt5_total_accepted__num,gemini_total_accepted__num,filter_broad_yes__adj,filter_strict_no__adj,filter_broad_yes_strict_no__adj,claude_total_accepted__adj,gpt5_total_accepted__adj,gemini_total_accepted__adj
avanade,200.0,174.0,11.0,106.0,22.0,2.0,Avanade,17000,True,True,,,Avanade,38,6,187,29.40202281747595,6,True,0.002235294117647059,0.00035294117647058826,0.011,199.99999999999991,174.0,11.000000000000002,3.659587522813943,22.000000000000004,67.04028639556965,False,False,False,False,False,False,200.0,174.0,11.0,2.0,22.0,106.0,200.0,174.0,11.0,2.0,22.0,106.0
swisscom,87.0,70.0,9.0,66.0,34.0,6.0,Swisscom,15000,True,True,,,Swisscom,38,10,78,7.85074181582673,6,True,0.002533333333333333,0.0006666666666666666,0.0052,87.0,70.00000000000003,9.000000000000002,10.978762568441827,34.00000000000001,41.74206511422259,False,False,False,False,False,False,87.0,70.0,9.0,6.0,34.0,66.0,87.0,70.0,9.0,6.0,34.0,66.0
nec,54.0,74.0,22.0,102.0,43.0,24.0,NEC Corporation,11000,True,True,,,NEC Corporation,49,31,69,2.2463911287601492,6,False,0.004454545454545455,0.002818181818181818,0.006272727272727273,54.00000000000001,74.00000000000003,22.000000000000004,43.915050273767314,43.0,64.51046426743494,False,False,False,False,False,False,54.0,74.0,22.0,24.0,43.0,102.0,54.0,74.0,22.0,24.0,43.0,102.0
yandex,232.0,521.0,67.0,528.0,291.0,142.0,Yandex,9900,True,True,,,Yandex,275,125,417,3.345564652385111,6,True,0.027777777777777776,0.012626262626262626,0.04212121212121212,231.99999999999997,521.0,66.99999999999997,259.83071411978995,291.0000000000001,333.93652091378067,False,False,False,False,False,False,232.0,521.0,67.0,142.0,291.0,528.0,232.0,521.0,67.0,142.0,291.0,528.0
ipe-maintenance-et-solutions-informatique,10.0,10.0,0.0,,,,ipe,9400,True,True,,,ipe,10,1,10,10.985605433061178,3,True,0.0010638297872340426,0.00010638297872340425,0.0010638297872340426,10.000000000000002,10.000000000000002,0.5,,,,False,False,True,False,False,False,10.0,10.0,0.0,,,,10.0,10.0,0.5,,,
encorainc,83.0,57.0,5.0,,,,Encora,7200,True,True,,,Encora,57,8,77,9.464255811723303,3,True,0.007916666666666667,0.0011111111111111111,0.010694444444444444,83.00000000000003,57.00000000000001,4.999999999999999,,,,False,False,False,False,False,False,83.0,57.0,5.0,,,,83.0,57.0,5.0,,,
scaleai,594.0,221.0,68.0,326.0,179.0,82.0,Scale AI,5800,True,True,,,Scale AI,192,101,362,3.5869630711679927,6,True,0.03310344827586207,0.017413793103448275,0.06241379310344827,594.0000000000001,220.99999999999991,68.00000000000001,150.0430884353717,179.0,206.18050344297845,False,False,False,False,False,False,594.0,221.0,68.0,82.0,179.0,326.0,594.0,221.0,68.0,82.0,179.0,326.0
lgcns,40.0,63.0,11.0,98.0,41.0,13.0,LG CNS,5400,True,True,,,LG CNS,40,16,62,3.8630401361588578,6,True,0.007407407407407408,0.002962962962962963,0.011481481481481481,40.0,62.99999999999999,11.000000000000002,23.78731889829063,41.00000000000001,61.98064213930023,False,False,False,False,False,False,40.0,63.0,11.0,13.0,41.0,98.0,40.0,63.0,11.0,13.0,41.0,98.0
pwc,0.0,0.0,0.0,,,,PricewaterhouseCoopers,5100,True,False,,,PricewaterhouseCoopers,0,0,0,1.0,3,False,0.0,0.0,0.0,0.5,0.5,0.5,,,,True,True,True,False,False,False,0.0,0.0,0.0,,,,0.5,0.5,0.5,,,
the-ifish-group-inc-,13.0,6.0,0.0,,,,IFG,4800,True,True,,,IFG,6,1,11,13.551228811604874,3,True,0.00125,0.00020833333333333335,0.0022916666666666667,13.0,6.0,0.5,,,,False,False,True,False,False,False,13.0,6.0,0.0,,,,13.0,6.0,0.5,,,
saitsrl,37.0,3.0,0.0,,,,SAIT,4800,True,True,,,SAIT,3,1,22,31.288545577058148,3,True,0.000625,0.00020833333333333335,0.004583333333333333,36.99999999999999,3.0000000000000004,0.5,,,,False,False,True,False,False,False,37.0,3.0,0.0,,,,37.0,3.0,0.5,,,
cas-concepts-and-solutions-ag,30.0,9.0,2.0,,,,CAS,4600,True,True,,,CAS,9,3,24,8.727161387290323,3,True,0.001956521739130435,0.0006521739130434783,0.0052173913043478265,30.000000000000004,9.000000000000002,2.0,,,,False,False,False,False,False,False,30.0,9.0,2.0,,,,30.0,9.0,2.0,,,
quantiphi,279.0,195.0,23.0,188.0,92.0,17.0,Quantiphi,3800,True,True,,,Quantiphi,105,27,233,8.720270510543617,6,True,0.02763157894736842,0.007105263157894737,0.06131578947368421,278.99999999999994,195.0,23.0,31.106493943918515,92.00000000000001,118.90164002233112,False,False,False,False,False,False,279.0,195.0,23.0,17.0,92.0,188.0,279.0,195.0,23.0,17.0,92.0,188.0
bairesdev,60.0,20.0,0.0,28.0,12.0,2.0,BairesDev,3100,True,True,,,BairesDev,15,1,35,25.608819067351668,6,True,0.004838709677419355,0.0003225806451612903,0.01129032258064516,59.999999999999986,19.999999999999996,0.5,3.659587522813943,12.0,17.70875489694292,False,False,True,False,False,False,60.0,20.0,0.0,2.0,12.0,28.0,60.0,20.0,0.5,2.0,12.0,28.0
kainos,26.0,16.0,0.0,5.0,3.0,,Kainos,2900,True,True,,,Kainos,3,1,21,20.91228540255916,5,True,0.0010344827586206897,0.0003448275862068965,0.007241379310344828,26.000000000000004,15.999999999999998,0.5,,3.0000000000000004,3.162277660168379,False,False,True,False,False,False,26.0,16.0,0.0,,3.0,5.0,26.0,16.0,0.5,,3.0,5.0
bcg-x,219.0,69.0,15.0,103.0,45.0,12.0,BCG X,2600,True,True,,,BCG X,54,18,123,6.7734398571026775,6,True,0.02076923076923077,0.006923076923076923,0.04730769230769231,219.00000000000003,69.00000000000001,15.0,21.957525136883657,44.99999999999999,65.14291979946859,False,False,False,False,False,False,219.0,69.0,15.0,12.0,45.0,103.0,219.0,69.0,15.0,12.0,45.0,103.0
tech-valley-tvy,0.0,0.0,0.0,,,,Tech Valley,2300,True,False,,,Tech Valley,0,0,0,1.0,3,False,0.0,0.0,0.0,0.5,0.5,0.5,,,,True,True,True,False,False,False,0.0,0.0,0.0,,,,0.5,0.5,0.5,,,
eleks,5.0,12.0,1.0,3.0,,,ELEKS,1900,True,True,,,ELEKS,3,1,9,7.615045426773732,4,True,0.0015789473684210526,0.0005263157894736842,0.004736842105263158,4.999999999999999,12.0,1.0,,,1.8973665961010278,False,False,False,False,False,False,5.0,12.0,1.0,,,3.0,5.0,12.0,1.0,,,3.0
65,16.0,24.0,1.0,,,,twoday,1900,True,True,,,twoday,16,2,22,12.710686092585746,3,True,0.008421052631578947,0.0010526315789473684,0.011578947368421053,15.999999999999998,24.000000000000004,1.0,,,,False,False,False,False,False,False,16.0,24.0,1.0,,,,16.0,24.0,1.0,,,
10921,6.0,7.0,0.0,,,,Itransition,1500,True,True,,,Itransition,6,1,7,8.258523872989457,3,True,0.004,0.0006666666666666666,0.004666666666666667,6.0,6.999999999999999,0.5,,,,False,False,True,False,False,False,6.0,7.0,0.0,,,,6.0,7.0,0.5,,,
galaxe-solutions,4.0,9.0,0.0,,,,GalaxE.Solutions,1300,True,True,,,GalaxE.Solutions,4,1,8,10.097596309015799,3,True,0.003076923076923077,0.0007692307692307692,0.006153846153846154,4.0,9.000000000000002,0.5,,,,False,False,True,False,False,False,4.0,9.0,0.0,,,,4.0,9.0,0.5,,,
navercloud,44.0,57.0,18.0,135.0,107.0,78.0,Naver Cloud,1300,True,True,,,Naver Cloud,70,28,124,4.391143912982526,6,True,0.05384615384615385,0.021538461538461538,0.09538461538461539,43.99999999999999,57.00000000000001,17.999999999999996,142.72391338974376,106.99999999999996,85.38149682454629,False,False,False,False,False,False,44.0,57.0,18.0,78.0,107.0,135.0,44.0,57.0,18.0,78.0,107.0,135.0
unique-micro-design-pty-ltd,11.0,6.0,3.0,,,,UMD,1300,True,True,,,UMD,6,3,10,2.827594604914789,3,False,0.004615384615384616,0.002307692307692308,0.007692307692307693,11.000000000000002,6.0,3.0000000000000004,,,,False,False,False,False,False,False,11.0,6.0,3.0,,,,11.0,6.0,3.0,,,
g-research,69.0,43.0,19.0,49.0,23.0,16.0,G-Research,1100,True,True,,,G-Research,30,21,54,2.6056618514708565,6,False,0.02727272727272727,0.019090909090909092,0.04909090909090909,69.00000000000001,43.0,18.999999999999996,29.276700182511536,23.0,30.99032106965011,False,False,False,False,False,False,69.0,43.0,19.0,16.0,23.0,49.0,69.0,43.0,19.0,16.0,23.0,49.0
coherent-solutions,6.0,7.0,1.0,4.0,2.0,,Coherent Solutions,1100,True,True,,,Coherent Solutions,3,1,7,4.987780418521561,5,False,0.0027272727272727275,0.0009090909090909091,0.006363636363636364,6.0,6.999999999999999,1.0,,2.0,2.529822128134703,False,False,False,False,False,False,6.0,7.0,1.0,,2.0,4.0,6.0,7.0,1.0,,2.0,4.0
515,0.0,0.0,0.0,,,,Lucent Technologies,1000,True,False,,,Lucent Technologies,0,0,0,1.0,3,False,0.0,0.0,0.0,0.5,0.5,0.5,,,,True,True,True,False,False,False,0.0,0.0,0.0,,,,0.5,0.5,0.5,,,
facultyai,83.0,39.0,15.0,48.0,41.0,7.0,Faculty,939,True,True,,,Faculty,34,14,58,4.208576770445933,6,False,0.0362087326943557,0.014909478168264111,0.0617678381256656,83.00000000000003,38.99999999999999,15.0,12.808556329848802,41.00000000000001,30.357865537616448,False,False,False,False,False,False,83.0,39.0,15.0,7.0,41.0,48.0,83.0,39.0,15.0,7.0,41.0,48.0
cohere-ai,187.0,75.0,45.0,136.0,112.0,85.0,Cohere,831,True,True,,,Cohere,98,58,171,2.935583573130516,6,False,0.11793020457280386,0.06979542719614922,0.20577617328519857,187.00000000000003,74.99999999999997,44.99999999999999,155.5324697195926,111.99999999999996,86.01395235657998,False,False,False,False,False,False,187.0,75.0,45.0,85.0,112.0,136.0,187.0,75.0,45.0,85.0,112.0,136.0
cambridge-consultants,26.0,14.0,3.0,27.0,11.0,3.0,Cambridge Consultants,794,True,True,,,Cambridge Consultants,12,4,21,5.192317345078822,6,True,0.015113350125944584,0.005037783375314861,0.02644836272040302,26.000000000000004,13.999999999999996,3.0000000000000004,5.489381284220914,11.000000000000002,17.07629936490925,False,False,False,False,False,False,26.0,14.0,3.0,3.0,11.0,27.0,26.0,14.0,3.0,3.0,11.0,27.0
cerebras-systems,142.0,71.0,22.0,142.0,76.0,69.0,Cerebras Systems,726,True,True,,,Cerebras Systems,83,40,134,3.387889790215101,6,True,0.11432506887052342,0.05509641873278237,0.18457300275482094,142.00000000000003,71.0,22.000000000000004,126.25576953708105,76.0,89.80868554878202,False,False,False,False,False,False,142.0,71.0,22.0,69.0,76.0,142.0,142.0,71.0,22.0,69.0,76.0,142.0
akvelon,13.0,10.0,0.0,5.0,2.0,1.0,Akvelon,688,True,True,,,Akvelon,3,1,11,11.920256556464862,6,True,0.00436046511627907,0.0014534883720930232,0.015988372093023256,13.0,10.000000000000002,0.5,1.8297937614069713,2.0,3.162277660168379,False,False,True,False,False,False,13.0,10.0,0.0,1.0,2.0,5.0,13.0,10.0,0.5,1.0,2.0,5.0
166110,39.0,10.0,7.0,,,,Science Systems and Applications,652,True,True,,,Science Systems and Applications,10,8,30,3.951602519032332,3,True,0.015337423312883436,0.012269938650306749,0.046012269938650305,38.99999999999999,10.000000000000002,6.999999999999999,,,,False,False,False,False,False,False,39.0,10.0,7.0,,,,39.0,10.0,7.0,,,
coexya,3.0,15.0,1.0,7.0,3.0,1.0,Coexya,648,True,True,,,Coexya,3,1,8,6.0243275380239085,6,True,0.004629629629629629,0.0015432098765432098,0.012345679012345678,3.0000000000000004,15.0,1.0,1.8297937614069713,3.0000000000000004,4.427188724235731,False,False,False,False,False,False,3.0,15.0,1.0,1.0,3.0,7.0,3.0,15.0,1.0,1.0,3.0,7.0
polestar-analytics,13.0,13.0,2.0,2.0,1.0,,Polestar Analytics,647,True,True,,,Polestar Analytics,2,1,13,11.833667319669523,5,True,0.0030911901081916537,0.0015455950540958269,0.02009273570324575,13.0,13.0,2.0,,1.0,1.2649110640673518,False,False,False,False,False,False,13.0,13.0,2.0,,1.0,2.0,13.0,13.0,2.0,,1.0,2.0
bespinglobal,1.0,4.0,1.0,,,,Bespin Global,605,True,False,,,Bespin Global,1,1,3,3.0314331330207964,3,True,0.001652892561983471,0.001652892561983471,0.0049586776859504135,1.0,4.0,1.0,,,,False,False,False,False,False,False,1.0,4.0,1.0,,,,1.0,4.0,1.0,,,
omdena,214.0,46.0,65.0,32.0,13.0,2.0,Omdena,556,True,True,,,Omdena,31,7,118,17.09920109008579,6,True,0.05575539568345324,0.012589928057553957,0.21223021582733814,213.99999999999994,46.0,64.99999999999999,3.659587522813943,13.0,20.23857702507763,False,False,False,False,False,False,214.0,46.0,65.0,2.0,13.0,32.0,214.0,46.0,65.0,2.0,13.0,32.0
quantumblack,107.0,33.0,10.0,52.0,27.0,4.0,QuantumBlack,523,True,True,,,QuantumBlack,30,9,59,6.945728317222502,6,True,0.05736137667304015,0.017208413001912046,0.11281070745697896,106.99999999999996,33.0,10.000000000000002,7.319175045627885,27.0,32.88768766575115,False,False,False,False,False,False,107.0,33.0,10.0,4.0,27.0,52.0,107.0,33.0,10.0,4.0,27.0,52.0
stratpoint,5.0,6.0,1.0,4.0,1.0,,Stratpoint Technologies,522,True,True,,,Stratpoint Technologies,3,1,6,5.5780031086491375,5,False,0.005747126436781609,0.0019157088122605363,0.011494252873563218,4.999999999999999,6.0,1.0,,1.0,2.529822128134703,False,False,False,False,False,False,5.0,6.0,1.0,,1.0,4.0,5.0,6.0,1.0,,1.0,4.0
presight-ai,27.0,10.0,2.0,25.0,13.0,3.0,Presight,510,True,True,,,Presight,11,3,21,6.235771428282024,6,True,0.021568627450980392,0.0058823529411764705,0.041176470588235294,27.0,10.000000000000002,2.0,5.489381284220914,13.0,15.811388300841893,False,False,False,False,False,False,27.0,10.0,2.0,3.0,13.0,25.0,27.0,10.0,2.0,3.0,13.0,25.0
datascience.co.il,116.0,49.0,22.0,,,,Data Science Group,490,True,True,,,Data Science Group,49,26,98,3.7811877891234023,3,False,0.1,0.053061224489795916,0.2,115.99999999999999,48.99999999999999,22.000000000000004,,,,False,False,False,False,False,False,116.0,49.0,22.0,,,,116.0,49.0,22.0,,,
saxonai,5.0,8.0,0.0,3.0,1.0,,Saxon AI,484,True,True,,,Saxon AI,2,1,7,10.047545726038319,5,True,0.004132231404958678,0.002066115702479339,0.014462809917355372,4.999999999999999,7.999999999999998,0.5,,1.0,1.8973665961010278,False,False,True,False,False,False,5.0,8.0,0.0,,1.0,3.0,5.0,8.0,0.5,,1.0,3.0
sambanova,68.0,42.0,11.0,63.0,21.0,15.0,SambaNova Systems,474,True,True,,,SambaNova Systems,33,15,53,3.516196291966132,6,True,0.06962025316455696,0.03164556962025317,0.11181434599156118,68.00000000000001,42.00000000000001,11.000000000000002,27.44690642110457,21.0,39.844698518121575,False,False,False,False,False,False,68.0,42.0,11.0,15.0,21.0,63.0,68.0,42.0,11.0,15.0,21.0,63.0
mistralai,76.0,51.0,31.0,93.0,62.0,59.0,Mistral AI,442,True,True,,,Mistral AI,60,40,91,2.2780745815173917,6,False,0.13574660633484162,0.09049773755656108,0.20588235294117646,76.0,51.0,31.0,107.95783192301134,62.00000000000001,58.81836447913185,False,False,False,False,False,False,76.0,51.0,31.0,59.0,62.0,93.0,76.0,51.0,31.0,59.0,62.0,93.0
megvii%E6%97%B7%E8%A7%86,12.0,21.0,7.0,107.0,65.0,34.0,MEGVII,428,True,True,,,MEGVII,36,9,66,7.236422611061592,6,True,0.08411214953271028,0.02102803738317757,0.1542056074766355,12.0,21.0,6.999999999999999,62.21298788783704,64.99999999999999,67.67274192760333,False,False,False,False,False,False,12.0,21.0,7.0,34.0,65.0,107.0,12.0,21.0,7.0,34.0,65.0,107.0
technology-control-co-,5.0,1.0,0.0,6.0,2.0,1.0,Technology Control Corporation,418,True,True,,,Technology Control Corporation,2,1,4,6.160140576482046,6,True,0.004784688995215311,0.0023923444976076554,0.009569377990430622,4.999999999999999,1.0,0.5,1.8297937614069713,2.0,3.794733192202055,False,False,True,False,False,False,5.0,1.0,0.0,1.0,2.0,6.0,5.0,1.0,0.5,1.0,2.0,6.0
46119?trk=tyah&trkInfo=tas%3Acharter%20g%2Cidx%3A1-1-1,3.0,0.0,0.0,,,,Charter Global,395,True,False,,,Charter Global,0,0,2,4.192962712629476,3,True,0.0,0.0,0.005063291139240506,3.0000000000000004,0.5,0.5,,,,False,True,True,False,False,False,3.0,0.0,0.0,,,,3.0,0.5,0.5,,,
estsoft-corp,0.0,0.0,0.0,10.0,8.0,2.0,ESTsoft,388,True,True,,,ESTsoft,1,0,7,14.226235280311382,6,True,0.002577319587628866,0.0,0.01804123711340206,0.5,0.5,0.5,3.659587522813943,7.999999999999998,6.32455532033676,True,True,True,False,False,False,0.0,0.0,0.0,2.0,8.0,10.0,0.5,0.5,0.5,2.0,8.0,10.0
vrizeinc,2.0,4.0,1.0,1.0,,,VRIZE,373,True,False,,,VRIZE,1,1,3,4.477442277136681,4,False,0.002680965147453083,0.002680965147453083,0.00804289544235925,2.0,4.0,1.0,,,0.6324555320336759,False,False,False,False,False,False,2.0,4.0,1.0,,,1.0,2.0,4.0,1.0,,,1.0
closer,14.0,8.0,2.0,7.0,1.0,,Closer Consulting,361,True,True,,,Closer Consulting,4,1,11,8.482049799365281,5,True,0.0110803324099723,0.002770083102493075,0.030470914127423823,13.999999999999996,7.999999999999998,2.0,,1.0,4.427188724235731,False,False,False,False,False,False,14.0,8.0,2.0,,1.0,7.0,14.0,8.0,2.0,,1.0,7.0
redmane-technology,6.0,5.0,0.0,1.0,1.0,,RedMane Technology LLC,351,True,True,,,RedMane Technology LLC,1,1,6,10.155112783974815,5,True,0.002849002849002849,0.002849002849002849,0.017094017094017096,6.0,4.999999999999999,0.5,,1.0,0.6324555320336759,False,False,True,False,False,False,6.0,5.0,0.0,,1.0,1.0,6.0,5.0,0.5,,1.0,1.0
edvantis,1.0,2.0,0.0,1.0,,,Edvantis,343,True,False,,,Edvantis,1,1,2,3.027840510325686,4,False,0.0029154518950437317,0.0029154518950437317,0.0058309037900874635,1.0,2.0,0.5,,,0.6324555320336759,False,False,True,False,False,False,1.0,2.0,0.0,,,1.0,1.0,2.0,0.5,,,1.0
activefence,9.0,10.0,2.0,7.0,3.0,2.0,ActiveFence,334,True,True,,,ActiveFence,4,2,9,3.8729833462074175,6,False,0.011976047904191617,0.005988023952095809,0.02694610778443114,9.000000000000002,10.000000000000002,2.0,3.659587522813943,3.0000000000000004,4.427188724235731,False,False,False,False,False,False,9.0,10.0,2.0,2.0,3.0,7.0,9.0,10.0,2.0,2.0,3.0,7.0
futureweitechnologiesinc.,46.0,11.0,9.0,,,,Futurewei Technologies,327,True,True,,,Futurewei Technologies,11,9,35,3.6881812682824884,3,True,0.03363914373088685,0.027522935779816515,0.10703363914373089,46.0,11.000000000000002,9.000000000000002,,,,False,False,False,False,False,False,46.0,11.0,9.0,,,,46.0,11.0,9.0,,,
techahead,6.0,2.0,0.0,1.0,,,TechAhead,310,True,True,,,TechAhead,1,1,4,8.04316304033047,4,True,0.0032258064516129032,0.0032258064516129032,0.012903225806451613,6.0,2.0,0.5,,,0.6324555320336759,False,False,True,False,False,False,6.0,2.0,0.0,,,1.0,6.0,2.0,0.5,,,1.0
preferred-networks,49.0,72.0,24.0,106.0,72.0,45.0,Preferred Networks,303,True,True,,,Preferred Networks,69,34,77,2.245276937556997,6,False,0.22772277227722773,0.11221122112211221,0.25412541254125415,48.99999999999999,72.0,24.000000000000004,82.3407192633137,72.0,67.04028639556965,False,False,False,False,False,False,49.0,72.0,24.0,45.0,72.0,106.0,49.0,72.0,24.0,45.0,72.0,106.0
cloud-temple,1.0,5.0,1.0,2.0,1.0,,Cloud Temple,302,True,True,,,Cloud Temple,1,1,3,2.885399811814427,5,True,0.0033112582781456954,0.0033112582781456954,0.009933774834437087,1.0,4.999999999999999,1.0,,1.0,1.2649110640673518,False,False,False,False,False,False,1.0,5.0,1.0,,1.0,2.0,1.0,5.0,1.0,,1.0,2.0
kamtech-associates-pvt-ltd,2.0,0.0,0.0,,,,KAMTECH,296,True,False,,,KAMTECH,0,0,2,3.0314331330207964,3,True,0.0,0.0,0.006756756756756757,2.0,0.5,0.5,,,,False,True,True,False,False,False,2.0,0.0,0.0,,,,2.0,0.5,0.5,,,
